cusip,shares,tm,date
"53071M10",6826511,2009m6,30jun2009
"53071M30",15617,2009m6,30jun2009
"53071M50",62468,2009m6,30jun2009
"54042410",403955,2009m6,30jun2009
"54866110",98300,2009m6,30jun2009
"55284810",30000,2009m6,30jun2009
"57053510",1400,2009m6,30jun2009
"59491810",3309975,2009m6,30jun2009
"65248E10",8553695,2009m6,30jun2009
"65248E20",80000,2009m6,30jun2009
"70432610",71100,2009m6,30jun2009
"70788510",42300,2009m6,30jun2009
"71344810",1295425,2009m6,30jun2009
"71708110",4196540,2009m6,30jun2009
"71817210",54701,2009m6,30jun2009
"74112D10",446600,2009m6,30jun2009
"74271810",673947,2009m6,30jun2009
"76119520",1600126,2009m6,30jun2009
"86366710",42500,2009m6,30jun2009
"87254010",66400,2009m6,30jun2009
"90297330",864582,2009m6,30jun2009
"90329340",1252050,2009m6,30jun2009
"91131210",33706,2009m6,30jun2009
"91324P10",753300,2009m6,30jun2009
"92553P10",27700,2009m6,30jun2009
"92553P20",3682990,2009m6,30jun2009
"93142210",77900,2009m6,30jun2009
"94973V10",186385,2009m6,30jun2009
"94974610",14500,2009m6,30jun2009
"95081710",6080,2009m6,30jun2009
"95980210",158201,2009m6,30jun2009
"96990410",628500,2009m6,30jun2009
"97717W83",7400,2009m6,30jun2009
"00289620",285000,2009m9,30sep2009
"02209S10",54001,2009m9,30sep2009
"02581610",413030,2009m9,30sep2009
"03060R10",5474495,2009m9,30sep2009
"05969A10",2043027,2009m9,30sep2009
"06050510",545900,2009m9,30sep2009
"08467010",158,2009m9,30sep2009
"08467020",558,2009m9,30sep2009
"09367110",1867750,2009m9,30sep2009
"14149Y10",110250,2009m9,30sep2009
"14170T10",55125,2009m9,30sep2009
"17290810",60200,2009m9,30sep2009
"18905410",45339,2009m9,30sep2009
"19121610",2595595,2009m9,30sep2009
"19416210",90600,2009m9,30sep2009
"20030N20",4429490,2009m9,30sep2009
"20825C10",1879780,2009m9,30sep2009
"24702R10",970000,2009m9,30sep2009
"25468710",300000,2009m9,30sep2009
"25470M10",781700,2009m9,30sep2009
"26483E10",44800,2009m9,30sep2009
"27864210",2422600,2009m9,30sep2009
"29442910",63000,2009m9,30sep2009
"30231G10",21000,2009m9,30sep2009
"36092110",978200,2009m9,30sep2009
"42823610",377839,2009m9,30sep2009
"43707610",51900,2009m9,30sep2009
"47816010",596382,2009m9,30sep2009
"50075N10",43720,2009m9,30sep2009
"51384710",558626,2009m9,30sep2009
"52728810",122700,2009m9,30sep2009
"53071M10",5556411,2009m9,30sep2009
"54042410",424820,2009m9,30sep2009
"54866110",96300,2009m9,30sep2009
"55284810",30000,2009m9,30sep2009
"57053510",1400,2009m9,30sep2009
"59491810",4655175,2009m9,30sep2009
"65248E10",12295460,2009m9,30sep2009
"65248E20",80000,2009m9,30sep2009
"70432610",71100,2009m9,30sep2009
"71344810",2259515,2009m9,30sep2009
"71708110",6536150,2009m9,30sep2009
"71817210",54701,2009m9,30sep2009
"74112D10",446600,2009m9,30sep2009
"74271810",1550232,2009m9,30sep2009
"76119520",1617526,2009m9,30sep2009
"86366710",152500,2009m9,30sep2009
"87254010",66400,2009m9,30sep2009
"90297330",1544138,2009m9,30sep2009
"90329340",1235950,2009m9,30sep2009
"91131210",33706,2009m9,30sep2009
"91324P10",1540615,2009m9,30sep2009
"92553P10",27700,2009m9,30sep2009
"92553P20",4617556,2009m9,30sep2009
"93114210",223751,2009m9,30sep2009
"93142210",77900,2009m9,30sep2009
"94973V10",186195,2009m9,30sep2009
"94974610",14500,2009m9,30sep2009
"95081710",5980,2009m9,30sep2009
"95980210",158201,2009m9,30sep2009
"97717W83",7400,2009m9,30sep2009
"H8912810",102400,2009m9,30sep2009
"00289620",285000,2009m12,31dec2009
"02209S10",53801,2009m12,31dec2009
"02581610",409763,2009m12,31dec2009
"03060R10",4388805,2009m12,31dec2009
"05969A10",2055852,2009m12,31dec2009
"06050510",544900,2009m12,31dec2009
"06405810",300178,2009m12,31dec2009
"08467010",152,2009m12,31dec2009
"09367110",2099649,2009m12,31dec2009
"14149Y10",110250,2009m12,31dec2009
"14170T10",55125,2009m12,31dec2009
"17290810",27000,2009m12,31dec2009
"18905410",1598063,2009m12,31dec2009
"19121610",3357890,2009m12,31dec2009
"19416210",90600,2009m12,31dec2009
"20030N20",7000290,2009m12,31dec2009
"20825C10",2347570,2009m12,31dec2009
"24702R10",780000,2009m12,31dec2009
"25468710",300000,2009m12,31dec2009
"25470M10",530000,2009m12,31dec2009
"26483E10",42600,2009m12,31dec2009
"27864210",2325070,2009m12,31dec2009
"29442910",61000,2009m12,31dec2009
"30161N10",26900,2009m12,31dec2009
"30231G10",33300,2009m12,31dec2009
"36092110",978200,2009m12,31dec2009
"42823610",377230,2009m12,31dec2009
"43707610",51400,2009m12,31dec2009
"47816010",1082454,2009m12,31dec2009
"50075N10",39970,2009m12,31dec2009
"51384710",671531,2009m12,31dec2009
"52728810",116700,2009m12,31dec2009
"53071M10",5448481,2009m12,31dec2009
"54042410",425520,2009m12,31dec2009
"54866110",89800,2009m12,31dec2009
"55284810",30000,2009m12,31dec2009
"57053510",900,2009m12,31dec2009
"59491810",4547555,2009m12,31dec2009
"65248E10",16982915,2009m12,31dec2009
"65248E20",80000,2009m12,31dec2009
"70432610",67100,2009m12,31dec2009
"71344810",3772950,2009m12,31dec2009
"71708110",7487745,2009m12,31dec2009
"71817210",54501,2009m12,31dec2009
"74112D10",446600,2009m12,31dec2009
"74271810",1768400,2009m12,31dec2009
"76119520",1633602,2009m12,31dec2009
"86366710",150500,2009m12,31dec2009
"87254010",60400,2009m12,31dec2009
"90297330",2200958,2009m12,31dec2009
"90329340",1235950,2009m12,31dec2009
"91131210",29706,2009m12,31dec2009
"91324P10",1871509,2009m12,31dec2009
"92553P10",23900,2009m12,31dec2009
"92553P20",4668376,2009m12,31dec2009
"93114210",429141,2009m12,31dec2009
"93142210",70400,2009m12,31dec2009
"94973V10",185075,2009m12,31dec2009
"94974610",14500,2009m12,31dec2009
"95081710",5880,2009m12,31dec2009
"95980210",155201,2009m12,31dec2009
"97717W83",7400,2009m12,31dec2009
"H8912810",102150,2009m12,31dec2009
"00289620",200000,2010m3,31mar2010
"02209S10",53501,2010m3,31mar2010
"02581610",398715,2010m3,31mar2010
"03060R10",4007385,2010m3,31mar2010
"05969A10",2090107,2010m3,31mar2010
"06050510",466500,2010m3,31mar2010
"06405810",330646,2010m3,31mar2010
"06738310",834701,2010m3,31mar2010
"07588710",512745,2010m3,31mar2010
"08467010",152,2010m3,31mar2010
"08467070",27900,2010m3,31mar2010
"09367110",4000120,2010m3,31mar2010
"17290810",27000,2010m3,31mar2010
"18905410",2599783,2010m3,31mar2010
"19121610",4993360,2010m3,31mar2010
"19416210",90600,2010m3,31mar2010
"20030N20",8474704,2010m3,31mar2010
"20825C10",3391850,2010m3,31mar2010
"24702R10",775000,2010m3,31mar2010
"25470M10",420000,2010m3,31mar2010
"26483E10",42600,2010m3,31mar2010
"27864210",2193225,2010m3,31mar2010
"29442910",60900,2010m3,31mar2010
"30161N10",26900,2010m3,31mar2010
"30231G10",40300,2010m3,31mar2010
"30249U10",3952,2010m3,31mar2010
"42823610",370000,2010m3,31mar2010
"47816010",1688069,2010m3,31mar2010
"50075N10",39770,2010m3,31mar2010
"51384710",721886,2010m3,31mar2010
"52728810",116700,2010m3,31mar2010
"53071M10",5310401,2010m3,31mar2010
"54042410",424905,2010m3,31mar2010
"54866110",89800,2010m3,31mar2010
"55284810",30000,2010m3,31mar2010
"57053510",900,2010m3,31mar2010
"59491810",5310505,2010m3,31mar2010
"65248E10",23008490,2010m3,31mar2010
"65248E20",80000,2010m3,31mar2010
"70432610",67100,2010m3,31mar2010
"71344810",4890541,2010m3,31mar2010
"71708110",9912650,2010m3,31mar2010
"71817210",54201,2010m3,31mar2010
"74112D10",446600,2010m3,31mar2010
"74271810",1835830,2010m3,31mar2010
"76119520",1672359,2010m3,31mar2010
"80311110",16800,2010m3,31mar2010
"86366710",150500,2010m3,31mar2010
"87182910",2429374,2010m3,31mar2010
"87254010",60200,2010m3,31mar2010
"89190610",2296540,2010m3,31mar2010
"90297330",2676365,2010m3,31mar2010
"90329340",1235950,2010m3,31mar2010
"91131210",29706,2010m3,31mar2010
"91324P10",1909924,2010m3,31mar2010
"92553P10",23575,2010m3,31mar2010
"92553P20",6092400,2010m3,31mar2010
"93114210",676530,2010m3,31mar2010
"93142210",70400,2010m3,31mar2010
"94973V10",176500,2010m3,31mar2010
"94974610",33700,2010m3,31mar2010
"95081710",5780,2010m3,31mar2010
"95980210",154201,2010m3,31mar2010
"97717W83",7400,2010m3,31mar2010
"H8912810",101500,2010m3,31mar2010
"00289620",200000,2010m6,30jun2010
"02209S10",53501,2010m6,30jun2010
"02581610",344429,2010m6,30jun2010
"03060R10",3669847,2010m6,30jun2010
"05969A10",2059060,2010m6,30jun2010
"06050510",466500,2010m6,30jun2010
"06405810",511072,2010m6,30jun2010
"06738310",1324413,2010m6,30jun2010
"07588710",970363,2010m6,30jun2010
"08467010",152,2010m6,30jun2010
"08467070",27900,2010m6,30jun2010
"09367110",4088276,2010m6,30jun2010
"18905410",3763338,2010m6,30jun2010
"19121610",6694413,2010m6,30jun2010
"19416210",70600,2010m6,30jun2010
"20030N20",8736258,2010m6,30jun2010
"20825C10",3776270,2010m6,30jun2010
"24702R10",550000,2010m6,30jun2010
"25470M10",420000,2010m6,30jun2010
"26483E10",42600,2010m6,30jun2010
"27864210",3487847,2010m6,30jun2010
"29442910",60900,2010m6,30jun2010
"30161N10",26900,2010m6,30jun2010
"30231G10",47300,2010m6,30jun2010
"42823610",370000,2010m6,30jun2010
"47816010",2872779,2010m6,30jun2010
"50075N10",36837,2010m6,30jun2010
"51384710",731140,2010m6,30jun2010
"52728810",115200,2010m6,30jun2010
"53071M10",4805181,2010m6,30jun2010
"54042410",320000,2010m6,30jun2010
"54866110",68700,2010m6,30jun2010
"55284810",30000,2010m6,30jun2010
"57053510",900,2010m6,30jun2010
"59491810",8722765,2010m6,30jun2010
"65248E10",28826752,2010m6,30jun2010
"65248E20",80000,2010m6,30jun2010
"70432610",66100,2010m6,30jun2010
"71344810",6267671,2010m6,30jun2010
"71708110",16136514,2010m6,30jun2010
"71817210",54201,2010m6,30jun2010
"74112D10",446600,2010m6,30jun2010
"74271810",2754286,2010m6,30jun2010
"76119520",1643462,2010m6,30jun2010
"80311110",16800,2010m6,30jun2010
"86366710",150500,2010m6,30jun2010
"87182910",3207604,2010m6,30jun2010
"87254010",54700,2010m6,30jun2010
"89190610",2991535,2010m6,30jun2010
"90297330",3992251,2010m6,30jun2010
"91131210",29706,2010m6,30jun2010
"91324P10",2028877,2010m6,30jun2010
"92553P10",23575,2010m6,30jun2010
"92553P20",6397468,2010m6,30jun2010
"93114210",1246913,2010m6,30jun2010
"93142210",70400,2010m6,30jun2010
"94973V10",150500,2010m6,30jun2010
"94974610",33700,2010m6,30jun2010
"95081710",5780,2010m6,30jun2010
"95980210",154201,2010m6,30jun2010
"97717W83",7400,2010m6,30jun2010
"H8912810",99125,2010m6,30jun2010
"00289620",200000,2010m9,30sep2010
"02209S10",52501,2010m9,30sep2010
"02581610",333700,2010m9,30sep2010
"03060R10",54500,2010m9,30sep2010
"03760410",1667039,2010m9,30sep2010
"05969A10",2061342,2010m9,30sep2010
"06050510",466500,2010m9,30sep2010
"06405810",1041691,2010m9,30sep2010
"06738310",1911668,2010m9,30sep2010
"07588710",1047343,2010m9,30sep2010
"08467010",134,2010m9,30sep2010
"08467070",23900,2010m9,30sep2010
"09367110",7724958,2010m9,30sep2010
"18905410",3698107,2010m9,30sep2010
"19121610",6734106,2010m9,30sep2010
"19416210",70600,2010m9,30sep2010
"20030N20",8827274,2010m9,30sep2010
"20825C10",3835426,2010m9,30sep2010
"21935010",2832072,2010m9,30sep2010
"24702R10",1070000,2010m9,30sep2010
"25470M10",420000,2010m9,30sep2010
"26483E10",40900,2010m9,30sep2010
"27864210",3501646,2010m9,30sep2010
"29442910",54900,2010m9,30sep2010
"30161N10",26900,2010m9,30sep2010
"30231G10",46300,2010m9,30sep2010
"42823610",2395956,2010m9,30sep2010
"47816010",3185014,2010m9,30sep2010
"50075N10",36837,2010m9,30sep2010
"51384710",990057,2010m9,30sep2010
"52728810",115200,2010m9,30sep2010
"53071M10",4805075,2010m9,30sep2010
"54042410",320000,2010m9,30sep2010
"55284810",30000,2010m9,30sep2010
"57053510",900,2010m9,30sep2010
"58505510",400000,2010m9,30sep2010
"59491810",11150466,2010m9,30sep2010
"65248E10",36683277,2010m9,30sep2010
"65248E20",80000,2010m9,30sep2010
"70339510",500000,2010m9,30sep2010
"70432610",21600,2010m9,30sep2010
"71344810",6469035,2010m9,30sep2010
"71708110",16666397,2010m9,30sep2010
"71817210",53201,2010m9,30sep2010
"74112D10",446600,2010m9,30sep2010
"74271810",2845343,2010m9,30sep2010
"76119520",1599466,2010m9,30sep2010
"80311110",16800,2010m9,30sep2010
"86366710",1856408,2010m9,30sep2010
"87182910",3237720,2010m9,30sep2010
"87254010",51300,2010m9,30sep2010
"89190610",3272568,2010m9,30sep2010
"90297330",5453793,2010m9,30sep2010
"91131210",29406,2010m9,30sep2010
"91324P10",2059652,2010m9,30sep2010
"92553P10",23575,2010m9,30sep2010
"92553P20",6957084,2010m9,30sep2010
"93114210",1326205,2010m9,30sep2010
"93142210",66500,2010m9,30sep2010
"94973V10",150500,2010m9,30sep2010
"94974610",33700,2010m9,30sep2010
"95081710",5780,2010m9,30sep2010
"95980210",154201,2010m9,30sep2010
"97717W83",7400,2010m9,30sep2010
"H8912810",99125,2010m9,30sep2010
"02209S10",52501,2010m12,31dec2010
"02581610",276700,2010m12,31dec2010
"03760410",2855623,2010m12,31dec2010
"05969A10",2104498,2010m12,31dec2010
"06050510",40000,2010m12,31dec2010
"06405810",1044119,2010m12,31dec2010
"06738310",2144929,2010m12,31dec2010
"07588710",1101569,2010m12,31dec2010
"08467010",134,2010m12,31dec2010
"08467070",23900,2010m12,31dec2010
"09367110",11007382,2010m12,31dec2010
"17275R10",5359709,2010m12,31dec2010
"18905410",3643031,2010m12,31dec2010
"19121610",6819066,2010m12,31dec2010
"19416210",70600,2010m12,31dec2010
"20030N20",9097449,2010m12,31dec2010
"20825C10",4049095,2010m12,31dec2010
"21935010",2984150,2010m12,31dec2010
"24702R10",1070000,2010m12,31dec2010
"25470M10",420000,2010m12,31dec2010
"26483E10",40900,2010m12,31dec2010
"27864210",2982360,2010m12,31dec2010
"29442910",54900,2010m12,31dec2010
"30161N10",21200,2010m12,31dec2010
"30231G10",930441,2010m12,31dec2010
"42823610",3249775,2010m12,31dec2010
"47816010",3433245,2010m12,31dec2010
"50075N10",35415,2010m12,31dec2010
"51384710",900981,2010m12,31dec2010
"52728810",116200,2010m12,31dec2010
"53071M10",4474502,2010m12,31dec2010
"54042410",50000,2010m12,31dec2010
"57053510",900,2010m12,31dec2010
"58505510",400000,2010m12,31dec2010
"59491810",12912046,2010m12,31dec2010
"65248E10",46077391,2010m12,31dec2010
"65248E20",80000,2010m12,31dec2010
"70339510",500000,2010m12,31dec2010
"70432610",21600,2010m12,31dec2010
"71344810",9414702,2010m12,31dec2010
"71708110",17497422,2010m12,31dec2010
"71817210",53201,2010m12,31dec2010
"74271810",5078060,2010m12,31dec2010
"76119520",1549097,2010m12,31dec2010
"80311110",16800,2010m12,31dec2010
"86366710",1984003,2010m12,31dec2010
"87182910",4849706,2010m12,31dec2010
"87254010",51000,2010m12,31dec2010
"89190610",3790660,2010m12,31dec2010
"90297330",5924925,2010m12,31dec2010
"91131210",29404,2010m12,31dec2010
"91324P10",2217161,2010m12,31dec2010
"92553P10",23375,2010m12,31dec2010
"92553P20",7139635,2010m12,31dec2010
"93114210",1428246,2010m12,31dec2010
"93142210",66500,2010m12,31dec2010
"94974610",33700,2010m12,31dec2010
"95081710",5780,2010m12,31dec2010
"95980210",152400,2010m12,31dec2010
"97717W83",7400,2010m12,31dec2010
"02209S10",50901,2011m3,31mar2011
"02581610",276500,2011m3,31mar2011
"03760410",3110949,2011m3,31mar2011
"05969A10",2093312,2011m3,31mar2011
"06405810",1548173,2011m3,31mar2011
"06738310",2379738,2011m3,31mar2011
"07588710",1355961,2011m3,31mar2011
"08467010",131,2011m3,31mar2011
"08467070",23900,2011m3,31mar2011
"09367110",13270038,2011m3,31mar2011
"17275R10",11018071,2011m3,31mar2011
"18905410",2709142,2011m3,31mar2011
"19121610",6696316,2011m3,31mar2011
"19416210",876600,2011m3,31mar2011
"20030N20",8851299,2011m3,31mar2011
"20825C10",4084631,2011m3,31mar2011
"21935010",3113495,2011m3,31mar2011
"24702R10",1070000,2011m3,31mar2011
"26483E10",39900,2011m3,31mar2011
"27864210",1790000,2011m3,31mar2011
"29442910",52900,2011m3,31mar2011
"30161N10",21200,2011m3,31mar2011
"30231G10",1088248,2011m3,31mar2011
"42823610",4383335,2011m3,31mar2011
"45814010",2119200,2011m3,31mar2011
"47816010",5218129,2011m3,31mar2011
"50075N10",27519,2011m3,31mar2011
"51384710",800767,2011m3,31mar2011
"52728810",107450,2011m3,31mar2011
"53071M10",4306131,2011m3,31mar2011
"57053510",800,2011m3,31mar2011
"58505510",400000,2011m3,31mar2011
"59491810",21434638,2011m3,31mar2011
"65248E10",58417160,2011m3,31mar2011
"65248E20",80000,2011m3,31mar2011
"70339510",500000,2011m3,31mar2011
"70432610",21600,2011m3,31mar2011
"71344810",14651370,2011m3,31mar2011
"71708110",17480878,2011m3,31mar2011
"71817210",51601,2011m3,31mar2011
"74271810",9402812,2011m3,31mar2011
"76119520",1548420,2011m3,31mar2011
"80311110",16800,2011m3,31mar2011
"86366710",2069988,2011m3,31mar2011
"87182910",10891089,2011m3,31mar2011
"87254010",10100,2011m3,31mar2011
"89190610",3378740,2011m3,31mar2011
"90297330",7665865,2011m3,31mar2011
"91131210",29404,2011m3,31mar2011
"91324P10",2179878,2011m3,31mar2011
"92553P10",22175,2011m3,31mar2011
"92553P20",7396728,2011m3,31mar2011
"93114210",1857653,2011m3,31mar2011
"93142210",55100,2011m3,31mar2011
"94974610",33700,2011m3,31mar2011
"95081710",5680,2011m3,31mar2011
"95980210",148300,2011m3,31mar2011
"97717W83",7400,2011m3,31mar2011
"02209S10",43701,2011m6,30jun2011
"02581610",276500,2011m6,30jun2011
"03760410",3996418,2011m6,30jun2011
"05969A10",2080822,2011m6,30jun2011
"06405810",2298814,2011m6,30jun2011
"06738310",2758705,2011m6,30jun2011
"07588710",1467761,2011m6,30jun2011
"08467010",131,2011m6,30jun2011
"08467070",44515,2011m6,30jun2011
"09367110",12319677,2011m6,30jun2011
"17275R10",29611625,2011m6,30jun2011
"18905410",2794965,2011m6,30jun2011
"19121610",6984422,2011m6,30jun2011
"19416210",888600,2011m6,30jun2011
"20030N20",9250348,2011m6,30jun2011
"20825C10",4292149,2011m6,30jun2011
"21935010",3274648,2011m6,30jun2011
"26483E10",38400,2011m6,30jun2011
"27864210",1490000,2011m6,30jun2011
"29442910",52900,2011m6,30jun2011
"30161N10",21200,2011m6,30jun2011
"30231G10",1907997,2011m6,30jun2011
"42823610",6543446,2011m6,30jun2011
"45814010",2357000,2011m6,30jun2011
"47816010",5935688,2011m6,30jun2011
"50075N10",22014,2011m6,30jun2011
"51384710",797130,2011m6,30jun2011
"52728810",14950,2011m6,30jun2011
"53071M10",4305381,2011m6,30jun2011
"57053510",800,2011m6,30jun2011
"58505510",400000,2011m6,30jun2011
"59491810",25761396,2011m6,30jun2011
"65248E10",66299024,2011m6,30jun2011
"65248E20",80000,2011m6,30jun2011
"70339510",500000,2011m6,30jun2011
"70432610",21600,2011m6,30jun2011
"71344810",15107709,2011m6,30jun2011
"71708110",17964370,2011m6,30jun2011
"71817210",44389,2011m6,30jun2011
"74271810",11231508,2011m6,30jun2011
"76097510",2948575,2011m6,30jun2011
"76119520",1548420,2011m6,30jun2011
"86366710",2197862,2011m6,30jun2011
"87182910",12249689,2011m6,30jun2011
"87254010",10100,2011m6,30jun2011
"89190610",3530773,2011m6,30jun2011
"90297330",10719059,2011m6,30jun2011
"91131210",29404,2011m6,30jun2011
"91324P10",2276319,2011m6,30jun2011
"92553P10",21975,2011m6,30jun2011
"92553P20",7722965,2011m6,30jun2011
"93114210",2899159,2011m6,30jun2011
"93142210",55100,2011m6,30jun2011
"94974610",33700,2011m6,30jun2011
"95980210",144300,2011m6,30jun2011
"97717W83",7400,2011m6,30jun2011
"02209S10",43701,2011m9,30sep2011
"02581610",276500,2011m9,30sep2011
"03760410",4079302,2011m9,30sep2011
"05969A10",2416782,2011m9,30sep2011
"06405810",6546075,2011m9,30sep2011
"06738310",3116505,2011m9,30sep2011
"07588710",1624871,2011m9,30sep2011
"08467010",131,2011m9,30sep2011
"08467070",44515,2011m9,30sep2011
"09367110",13100246,2011m9,30sep2011
"17275R10",31952707,2011m9,30sep2011
"18905410",2838416,2011m9,30sep2011
"19121610",6726361,2011m9,30sep2011
"19416210",902600,2011m9,30sep2011
"20030N20",9555899,2011m9,30sep2011
"20825C10",4426143,2011m9,30sep2011
"21935010",10576889,2011m9,30sep2011
"26483E10",38400,2011m9,30sep2011
"27864210",1250000,2011m9,30sep2011
"29442910",52900,2011m9,30sep2011
"30161N10",21200,2011m9,30sep2011
"30231G10",2036071,2011m9,30sep2011
"42823610",10359253,2011m9,30sep2011
"45814010",2420000,2011m9,30sep2011
"47102X10",4538000,2011m9,30sep2011
"47816010",6426015,2011m9,30sep2011
"51384710",796038,2011m9,30sep2011
"52728810",14950,2011m9,30sep2011
"53071M10",4305381,2011m9,30sep2011
"57053510",800,2011m9,30sep2011
"58505510",400000,2011m9,30sep2011
"59491810",26354570,2011m9,30sep2011
"65248E10",77079367,2011m9,30sep2011
"65248E20",80000,2011m9,30sep2011
"70339510",2377000,2011m9,30sep2011
"70432610",21600,2011m9,30sep2011
"71344810",19592104,2011m9,30sep2011
"71708110",18609368,2011m9,30sep2011
"71817210",44389,2011m9,30sep2011
"74271810",12649452,2011m9,30sep2011
"76097510",3445855,2011m9,30sep2011
"76119520",1548420,2011m9,30sep2011
"86366710",4476966,2011m9,30sep2011
"87182910",14683359,2011m9,30sep2011
"87254010",10100,2011m9,30sep2011
"89190610",3587605,2011m9,30sep2011
"90297330",12316510,2011m9,30sep2011
"91131210",28301,2011m9,30sep2011
"91324P10",2339043,2011m9,30sep2011
"92553P10",21975,2011m9,30sep2011
"92553P20",7969212,2011m9,30sep2011
"93114210",3290063,2011m9,30sep2011
"93142210",55100,2011m9,30sep2011
"94974610",33700,2011m9,30sep2011
"95980210",144300,2011m9,30sep2011
"97717W83",7400,2011m9,30sep2011
"02209S10",42100,2011m12,30dec2011
"02581610",276500,2011m12,30dec2011
"03760410",4226877,2011m12,30dec2011
"05969A10",2411581,2011m12,30dec2011
"06050510",5565000,2011m12,30dec2011
"06405810",7676150,2011m12,30dec2011
"06738310",5846026,2011m12,30dec2011
"07588710",2057366,2011m12,30dec2011
"08467010",131,2011m12,30dec2011
"08467070",42065,2011m12,30dec2011
"09367110",13154220,2011m12,30dec2011
"17275R10",33533338,2011m12,30dec2011
"18905410",3064294,2011m12,30dec2011
"19121610",6981211,2011m12,30dec2011
"19416210",946600,2011m12,30dec2011
"20030N20",9828714,2011m12,30dec2011
"20825C10",4689182,2011m12,30dec2011
"21935010",11809832,2011m12,30dec2011
"27864210",1250000,2011m12,30dec2011
"29442910",52900,2011m12,30dec2011
"30161N10",19600,2011m12,30dec2011
"30231G10",2130333,2011m12,30dec2011
"38141G10",674000,2011m12,30dec2011
"42823610",10689178,2011m12,30dec2011
"45814010",2556000,2011m12,30dec2011
"47102X10",5080000,2011m12,30dec2011
"47816010",6710753,2011m12,30dec2011
"51384710",478700,2011m12,30dec2011
"52728810",14950,2011m12,30dec2011
"53071M10",4290781,2011m12,30dec2011
"57053510",800,2011m12,30dec2011
"58505510",400000,2011m12,30dec2011
"59491810",31261946,2011m12,30dec2011
"65248E10",80909148,2011m12,30dec2011
"65248E20",99600,2011m12,30dec2011
"66585910",556000,2011m12,30dec2011
"70339510",2756000,2011m12,30dec2011
"70432610",18600,2011m12,30dec2011
"71344810",21591142,2011m12,30dec2011
"71708110",18175553,2011m12,30dec2011
"71817210",44389,2011m12,30dec2011
"74271810",14097738,2011m12,30dec2011
"76097510",9606454,2011m12,30dec2011
"76119520",1546562,2011m12,30dec2011
"78462F10",14375,2011m12,30dec2011
"85747710",563000,2011m12,30dec2011
"86366710",5556837,2011m12,30dec2011
"87182910",15904957,2011m12,30dec2011
"87254010",9763,2011m12,30dec2011
"89190610",3245253,2011m12,30dec2011
"90297330",12743136,2011m12,30dec2011
"91131210",28301,2011m12,30dec2011
"91324P10",2432877,2011m12,30dec2011
"92553P10",21975,2011m12,30dec2011
"92553P20",8763145,2011m12,30dec2011
"93114210",3426061,2011m12,30dec2011
"93142210",53100,2011m12,30dec2011
"94974610",33700,2011m12,30dec2011
"95980210",144300,2011m12,30dec2011
"97717W83",7400,2011m12,30dec2011
"02209S10",41600,2012m3,30mar2012
"02581610",261500,2012m3,30mar2012
"03760410",5601770,2012m3,30mar2012
"05969A10",2411466,2012m3,30mar2012
"06050510",5595000,2012m3,30mar2012
"06405810",7725666,2012m3,30mar2012
"06738310",6762949,2012m3,30mar2012
"07588710",2093054,2012m3,30mar2012
"08467010",129,2012m3,30mar2012
"08467070",41165,2012m3,30mar2012
"09367110",12991248,2012m3,30mar2012
"17275R10",33567350,2012m3,30mar2012
"18905410",5522680,2012m3,30mar2012
"19121610",7017876,2012m3,30mar2012
"19416210",950600,2012m3,30mar2012
"20030N20",9701386,2012m3,30mar2012
"20825C10",5085067,2012m3,30mar2012
"21935010",13206404,2012m3,30mar2012
"27864210",1250000,2012m3,30mar2012
"29442910",52900,2012m3,30mar2012
"30161N10",19600,2012m3,30mar2012
"30231G10",2165906,2012m3,30mar2012
"38141G10",676500,2012m3,30mar2012
"42823610",10842693,2012m3,30mar2012
"45814010",2575000,2012m3,30mar2012
"47102X10",5115000,2012m3,30mar2012
"47816010",7508940,2012m3,30mar2012
"51384710",460000,2012m3,30mar2012
"52728810",14950,2012m3,30mar2012
"53071M10",4238281,2012m3,30mar2012
"57053510",800,2012m3,30mar2012
"58505510",400000,2012m3,30mar2012
"59491810",30376482,2012m3,30mar2012
"65248E10",77112902,2012m3,30mar2012
"65248E20",99600,2012m3,30mar2012
"66585910",560000,2012m3,30mar2012
"70339510",2994000,2012m3,30mar2012
"70432610",14600,2012m3,30mar2012
"71344810",23944950,2012m3,30mar2012
"71708110",17598994,2012m3,30mar2012
"71817210",43189,2012m3,30mar2012
"74271810",21686199,2012m3,30mar2012
"76097510",9652516,2012m3,30mar2012
"76119520",1546462,2012m3,30mar2012
"85503010",2235000,2012m3,30mar2012
"85747710",1884000,2012m3,30mar2012
"86366710",5567594,2012m3,30mar2012
"87182910",25542997,2012m3,30mar2012
"87254010",19526,2012m3,30mar2012
"90297330",12761040,2012m3,30mar2012
"91131210",28301,2012m3,30mar2012
"91324P10",2437863,2012m3,30mar2012
"92553P10",21975,2012m3,30mar2012
"92553P20",11941567,2012m3,30mar2012
"93114210",3448648,2012m3,30mar2012
"93142210",52100,2012m3,30mar2012
"94974610",19200,2012m3,30mar2012
"95980210",140300,2012m3,30mar2012
"97717W83",7400,2012m3,30mar2012
"02209S10",38800,2012m6,29jun2012
"02581610",246500,2012m6,29jun2012
"03760410",7203135,2012m6,29jun2012
"05969A10",2420194,2012m6,29jun2012
"06050510",5676000,2012m6,29jun2012
"06405810",7765696,2012m6,29jun2012
"06738310",7251808,2012m6,29jun2012
"07588710",2114360,2012m6,29jun2012
"08467010",125,2012m6,29jun2012
